# Wigner-tomography RAW DATA -- SIMULATED BY THE DIGITAL TWIN (NOT a real measurement).
# Generated by spike/twin_wigner_tomography.py (engine: grating_tomography).
# Prepared state: coherent |gamma>, gamma = 0.919239 +0.919239j (|gamma|=1.3000, arg=0.7854 rad).
# Measurement: SDF/Ramsey characteristic-function readout, two quadratures.
#   P_x = 1/2(1 + C Re chi(beta)),  P_y = 1/2(1 + C Im chi(beta));  C=0.900, shots M=500/quadrature.
#   beta sampled on the disk |beta|<=4.00, uniform grid spacing h=0.33333.
# columns:  beta_re  beta_im  M  n_x  n_y  P_x  P_y
+3.33333 -1.00000 500 244 252 0.48800 0.50400
+3.66667 -1.00000 500 259 261 0.51800 0.52200
-3.66667 -0.66667 500 251 243 0.50200 0.48600
-3.33333 -0.66667 500 256 259 0.51200 0.51800
-3.00000 -0.66667 500 246 234 0.49200 0.46800
-2.66667 -0.66667 500 264 252 0.52800 0.50400
-2.33333 -0.66667 500 237 246 0.47400 0.49200
-2.00000 -0.66667 500 257 263 0.51400 0.52600
-1.66667 -0.66667 500 234 305 0.46800 0.61000
-1.33333 -0.66667 500 268 322 0.53600 0.64400
-1.00000 -0.66667 500 331 323 0.66200 0.64600
-0.66667 -0.66667 500 409 261 0.81800 0.52200
-0.33333 -0.66667 500 388 151 0.77600 0.30200
+0.00000 -0.66667 500 310 74 0.62000 0.14800
+0.33333 -0.66667 500 208 87 0.41600 0.17400
+0.66667 -0.66667 500 145 161 0.29000 0.32200
+1.00000 -0.66667 500 137 258 0.27400 0.51600
+1.33333 -0.66667 500 182 285 0.36400 0.57000
+1.66667 -0.66667 500 218 289 0.43600 0.57800
+2.00000 -0.66667 500 242 276 0.48400 0.55200
+2.33333 -0.66667 500 261 274 0.52200 0.54800
+2.66667 -0.66667 500 267 246 0.53400 0.49200
+3.00000 -0.66667 500 234 250 0.46800 0.50000
+3.33333 -0.66667 500 248 229 0.49600 0.45800
+3.66667 -0.66667 500 234 265 0.46800 0.53000
-3.66667 -0.33333 500 252 262 0.50400 0.52400
-3.33333 -0.33333 500 258 233 0.51600 0.46600
-3.00000 -0.33333 500 270 252 0.54000 0.50400
-2.66667 -0.33333 500 234 237 0.46800 0.47400
-2.33333 -0.33333 500 221 248 0.44200 0.49600
-2.00000 -0.33333 500 222 259 0.44400 0.51800
-1.66667 -0.33333 500 198 270 0.39600 0.54000
-1.33333 -0.33333 500 230 311 0.46000 0.62200
-1.00000 -0.33333 500 313 386 0.62600 0.77200
-0.66667 -0.33333 500 388 343 0.77600 0.68600
-0.33333 -0.33333 500 459 240 0.91800 0.48000
+0.00000 -0.33333 500 415 138 0.83000 0.27600
+0.33333 -0.33333 500 300 61 0.60000 0.12200
+0.66667 -0.33333 500 189 78 0.37800 0.15600
+1.00000 -0.33333 500 144 161 0.28800 0.32200
+1.33333 -0.33333 500 149 245 0.29800 0.49000
+1.66667 -0.33333 500 219 281 0.43800 0.56200
+2.00000 -0.33333 500 253 283 0.50600 0.56600
+2.33333 -0.33333 500 248 262 0.49600 0.52400
+2.66667 -0.33333 500 244 236 0.48800 0.47200
+3.00000 -0.33333 500 266 273 0.53200 0.54600
+3.33333 -0.33333 500 242 249 0.48400 0.49800
+3.66667 -0.33333 500 241 253 0.48200 0.50600
-4.00000 +0.00000 500 268 244 0.53600 0.48800
-3.66667 +0.00000 500 230 232 0.46000 0.46400
-3.33333 +0.00000 500 246 245 0.49200 0.49000
-3.00000 +0.00000 500 242 248 0.48400 0.49600
-2.66667 +0.00000 500 252 246 0.50400 0.49200
-2.33333 +0.00000 500 257 226 0.51400 0.45200
-2.00000 +0.00000 500 219 244 0.43800 0.48800
-1.66667 +0.00000 500 212 254 0.42400 0.50800
-1.33333 +0.00000 500 194 319 0.38800 0.63800
-1.00000 +0.00000 500 217 384 0.43400 0.76800
-0.66667 +0.00000 500 289 413 0.57800 0.82600
-0.33333 +0.00000 500 420 372 0.84000 0.74400
+0.00000 +0.00000 500 476 261 0.95200 0.52200
+0.33333 +0.00000 500 404 113 0.80800 0.22600
